Category,Area,Distance,Log_Area,tsne_1,tsne_2
person,3693.58,0.76569444,3.5674475099313363,17.052233,-11.050172
person,88279.7228,0.8959102,4.945860960798868,38.428432,24.56321
person,2008.1013,0.68298346,3.3027856172983525,16.148579,-11.401946
person,820.7375000000001,0.79284316,2.914204277057956,13.884099,-11.888583
person,2685.0672,0.6643387,3.4289551593927348,16.803701,-13.825461
person,4327.610000000001,0.63021797,3.636248115666059,19.027256,-14.821868
person,939.1308,0.6990502,2.9727260840256036,14.456942,-12.311187
person,28538.1636,0.6375561,4.455426023296975,20.638556,-12.668363
person,15327.781900000002,0.68044204,4.185479312174162,17.836775,-11.941977
person,7443.304,0.61374336,3.8717657568430557,18.07679,-15.641874
person,329.5436,0.9009716,2.5179128817122742,-1.294023,-14.669749
person,56.1932,1.117849,1.7496837643029606,-1.5005043,12.107757
person,18396.3098,0.7899424,4.26473071462768,18.51685,-16.81784
person,81166.397,0.6591192,4.909376267936454,22.129313,-12.624705
person,381.176,0.6599591,2.581125548325961,16.631897,-15.026346
person,21154.307,0.9036588,4.325398802723063,23.665726,-18.396435
person,28855.5684,0.8377097,4.460229633507001,26.529984,-14.613589
person,36669.7032,0.6889593,4.564307394849507,21.02593,-12.422925
person,2836.2573,0.62501085,3.4527456266878405,16.451885,-13.600852
person,14.713199999999999,1.15818,1.1677071384788806,-89.272545,-7.014673
person,1858.5063,0.78288746,3.2691640376139337,18.20025,-9.784842
person,5093.8356,0.6879573,3.7070449243015315,19.03189,-14.290428
person,8081.5296,0.59127724,3.907493567949024,18.232378,-14.885654
person,237336.0,0.72984564,5.37536361860306,23.625643,-9.76348
person,137687.8023,0.6791639,5.138895468009706,22.51071,-13.864074
person,26962.068,0.8346303,4.430753199678735,17.72372,-16.684454
person,558.0600000000001,0.85724777,2.7466808947584833,8.119325,-14.838133
person,5229.3679999999995,0.63319397,3.718449204986241,17.74137,-13.097081
person,379.4853,0.84719384,2.5791949574316773,11.306174,-13.895646
person,70555.7656,0.6986097,4.848532508748819,18.734974,-16.463251
person,257.1156,0.63783324,2.4101284274339285,14.765132,-13.426593
person,4621.6068,0.68241256,3.664792993532903,20.135555,-11.082446
person,3245.8334999999997,0.6405883,3.5113262382610597,18.601828,-11.406344
person,26089.856,0.70555437,4.416471682067718,18.209814,-16.285706
person,1683.665,0.673888,3.2262556838830685,15.784318,-13.905985
person,66809.2425,0.6878569,4.824836547641516,22.297052,-12.906536
person,1892.718,0.87822574,3.27708591234359,16.345177,-7.2346497
person,3452.0570000000002,0.58916265,3.5380779581269186,19.435486,-12.6485815
person,121410.0,0.75406206,5.0842544591112295,23.923811,-9.30882
person,9019.2765,0.74602854,3.955171701105145,18.528229,-9.8624115
person,98663.0694,0.68243,4.9941546222020134,22.463202,-12.57582
person,438.7201,0.6961351,2.642187532100673,11.599949,-14.091307
person,28182.567,0.7093769,4.44998054814741,20.056265,-14.209118
person,1909.0554,0.64086485,3.2808185316232055,15.040554,-12.5758295
person,4924.6428000000005,0.66566104,3.692374735216405,20.39321,-12.211726
person,27824.0712,0.7006307,4.444420675991571,19.639406,-15.571452
person,129.1538,0.87701315,2.111107188633633,9.403035,-11.058366
person,10247.2125,0.6255692,4.01060574241522,19.975079,-11.410028
person,53042.652,0.7035985,4.724625229577962,21.445473,-11.759348
person,67325.965,0.6220491,4.828182586980266,21.735971,-13.375752
person,5857.816100000001,0.62614036,3.767735733339285,18.312305,-15.407799
person,4240.2145,0.76514024,3.627387826830959,17.837067,-10.907802
person,1213.7326,0.8059439,3.0841230169402416,14.06365,-12.094126
person,166064.21459999998,0.7658945,5.220276055833988,23.807177,-13.898239
person,5775.1344,0.8689305,3.761562095663606,18.847067,-11.615702
person,881.2044,0.6859655,2.9450766569886593,14.662991,-12.698807
person,535.7248,0.6185585,2.7289417513828482,15.658656,-13.403603
person,765.1848,0.69452393,2.883766334405846,15.484598,-13.882163
person,11601.1515,0.57398677,4.064501098302459,18.719847,-13.28921
person,6148.4988,0.61539686,3.7887690926111146,18.498775,-15.492668
person,3785.665,0.7081906,3.578142179863246,18.984327,-12.774157
person,17382.414500000003,0.70205015,4.2401101018707115,19.878391,-14.419479
person,10253.9684,0.69175726,4.010891974726501,20.14881,-15.406802
bicycle,701.6789,0.6282779,2.8461384171710487,15.789108,43.985706
bicycle,9694.915200000001,0.6361988,3.9865440147212605,15.653531,48.961105
bicycle,251.5755,0.7059594,2.4006683445121215,12.464704,42.389606
bicycle,240.4038,0.78292865,2.380941328164263,8.791629,43.040813
bicycle,938.3201999999999,0.63856804,2.972351065845203,14.253796,43.301006
bicycle,353.0168,0.5580254,2.5477953738685084,15.132511,43.644737
bicycle,1364.7748000000001,0.7187008,3.1350609948302006,12.60971,45.290573
bicycle,45838.058000000005,0.81551486,4.661226209793767,35.107826,23.333782
bicycle,2092.286,0.7101504,3.320621049092113,16.666672,40.46821
bicycle,2314.0807,0.5981483,3.3643785002309285,13.995985,45.159813
bicycle,512.2785,0.67827976,2.7095061291980294,14.003069,40.90094
bicycle,14694.458999999999,0.6498441,4.167153601457304,16.96351,46.686462
bicycle,10685.4848,0.6342668,4.028794230869627,15.355055,48.753754
bicycle,4507.3966,0.61730516,3.653925772762271,14.860248,45.64977
bicycle,6764.1912,0.7622303,3.830215875083502,19.08705,46.02652
bicycle,1122.1165999999998,0.8915177,3.050037987138987,9.085986,41.966022
bicycle,1590.3255,0.61851925,3.201486022676518,13.272157,44.156956
bicycle,1086.1515,0.6822804,3.035890406307248,13.418208,43.491417
bicycle,4401.3972,0.58807147,3.643590562833417,16.46946,48.606407
bicycle,4686.2816,0.6426231,3.6708283819245353,12.868357,44.448967
bicycle,1033.7625,0.71966773,3.0144207739736166,16.66048,42.69661
bicycle,658.8198,0.6210655,2.8187666428679714,15.1190405,42.861107
bicycle,28452.0573,0.61679727,4.454113674658484,18.909994,47.18475
bicycle,600.8233,0.6151132,2.778746766315048,15.0568695,43.626755
bicycle,178653.8156,0.8322777,5.252012296084662,35.996265,22.172915
bicycle,98268.14,0.7466687,4.9924127358894,35.46369,23.447445
bicycle,16404.534600000003,0.6173558,4.214963913873609,18.594202,47.65341
bicycle,4777.635000000001,0.849428,3.679212967611239,19.835072,47.457413
bicycle,14892.508200000002,0.7371035,4.172967847898884,15.376305,49.66995
bicycle,171.14,0.7411633,2.2333515276532743,8.8534155,43.044304
bicycle,85.768,0.73117083,1.9333252830041883,13.9925375,41.997723
bicycle,1703.125,0.5908394,3.2312465239567363,13.834788,46.622852
bicycle,21527.606099999997,0.84563386,4.332995738352806,29.792263,26.75766
bicycle,8855.48,0.5961881,3.94721210654264,15.506896,48.433903
bicycle,119308.35280000001,0.70011157,5.076670849772285,36.02546,24.03934
bicycle,1141.8435,0.8371484,3.0576065839939295,13.114343,38.058456
bicycle,1216.4178,0.7502121,3.0850827666062752,13.5966,48.04357
bicycle,1726.357,0.7452523,3.237130610091793,12.696368,44.339687
bicycle,3860.9725000000003,0.60013694,3.5866967083474925,14.080442,47.843258
bicycle,8488.23,0.71943456,3.9288171388453965,18.09039,48.501694
bicycle,1164.5244,0.5956229,3.0661485926339815,14.926314,44.10093
bicycle,375.2756,0.77159256,2.5743503279892974,11.37,42.43011
bicycle,3758.5539000000003,0.7607641,3.5750207826796867,12.720364,44.616276
bicycle,603.0811,1.0838963,2.78037571829963,-28.873837,15.321891
bicycle,11642.9618,0.66451997,4.066063472562621,19.18426,47.507668
bicycle,29422.850100000003,0.6976053,4.4686847391852185,36.377113,23.623072
bicycle,4326.3416,0.56870055,3.636120807552898,16.77458,47.25359
bicycle,3378.507,0.63013047,3.5287248230858346,15.993604,45.504326
bicycle,166.6866,0.8636737,2.2219006881305305,29.43507,36.851322
bicycle,3745.2855,0.68401337,3.5734849292046693,15.117387,46.409992
bicycle,5984.1376,0.5787661,3.7770015711922427,17.038727,47.72163
bicycle,2781.625,0.7673388,3.4442985809370863,17.46039,42.414406
bicycle,28653.113599999997,0.6637021,4.457171821620215,16.758635,49.02161
bicycle,17176.0,0.63012904,4.234922031428193,18.404432,47.437225
bicycle,1097.0212000000001,0.70565,3.040215020422526,14.9590225,44.291668
bicycle,7986.9311,0.6043215,3.9023799379671065,16.444294,48.883755
bicycle,889.9820000000001,0.7903636,2.9493812230721863,12.190838,46.690224
bicycle,5184.8985,0.65453255,3.7147402590237335,17.192026,47.531254
bicycle,1951.2584,0.59410363,3.2903147856749815,13.367347,46.83728
bicycle,153006.6944,0.81558985,5.1847104326305224,35.825962,22.671558
bicycle,587.866,0.74971104,2.7692783429252916,8.306063,42.351574
bicycle,117607.5774,0.9198745,5.070435304027465,34.117146,21.468733
bicycle,1198.2098999999998,0.6406558,3.0785329035514657,13.819605,46.643555
bicycle,137.2035,1.0325127,2.137365190170287,13.196765,-16.294325
bicycle,423.79120000000006,1.0138812,2.6271519343683574,6.8065352,-3.1911435
bicycle,1039.5264,0.71952206,3.016835523228558,16.969599,42.507435
bicycle,83.6451,1.019685,1.922440504709156,-7.0948596,-15.625283
bicycle,1069.0466,0.6342099,3.0289966366229577,16.030237,43.03121
bicycle,4905.09,0.63904464,3.690646980348951,14.927901,47.131413
bicycle,248.91520000000003,1.0148472,2.396051417599222,17.829687,42.074505
bicycle,23306.1396,0.7506279,4.367470343479344,36.170536,22.93811
bicycle,587.2860000000001,0.6499658,2.7688496480501485,13.436466,46.061226
bicycle,1495.3319999999999,0.8361714,3.1747376272828145,14.757244,39.28422
bicycle,47832.422300000006,0.87853175,4.679722374701901,36.86643,21.054565
bicycle,12283.270999999999,0.8756032,4.08931403358737,1.4535881,23.871313
bicycle,1378.5625,0.6187621,3.1394264605323317,16.669521,44.368446
bicycle,3310.3500000000004,0.6331992,3.51987391372521,14.829001,45.663265
bicycle,1179.9080999999999,0.7437237,3.071848182545825,14.364466,41.214005
bicycle,27446.283000000003,0.73205703,4.438483537059579,17.36756,49.161484
bicycle,754.6863999999999,0.6076823,2.8777665237582295,13.493586,42.477875
bicycle,12437.417599999999,0.69903046,4.094730216488749,17.895618,46.13866
bicycle,204.08849999999998,0.69949883,2.3098185337349273,13.981838,42.046425
bicycle,1050.5376,0.5947707,3.0214116009402487,14.760002,44.20543
bicycle,264.7138,0.779435,2.4227765824333005,13.766758,40.373302
bicycle,457.8096,0.5731996,2.6606848953357125,14.074469,43.604427
bicycle,2909.2160000000003,0.64135283,3.463775967422909,15.979204,46.7903
bicycle,7583.214999999999,0.6796816,3.879853369317689,16.702065,46.705154
bicycle,8015.8333,0.59563875,3.903948676881089,16.400846,48.8777
bicycle,13712.461500000001,0.625057,4.137115421231006,16.746914,48.914646
bicycle,1357.3048000000001,0.66151917,3.1326773849434204,12.897135,42.538647
bicycle,175.224,0.83206344,2.243593590152394,11.383764,42.4008
bicycle,16665.1965,0.6198179,4.221810438810385,17.228794,48.561043
bicycle,1949.16,0.92784846,3.2898474903567414,-54.78765,23.714926
bicycle,1280.9389999999999,0.7777425,3.107528448562659,10.282106,45.489956
bicycle,59588.330400000006,0.72052777,4.77516121713774,34.83435,23.737516
bicycle,9689.8744,0.5745547,3.9863181477689853,16.452007,48.812763
bicycle,7084.8396,0.5713646,3.8503300223148202,16.594112,48.560135
bicycle,369.3846,1.093846,2.5674787853261045,-12.692727,25.540314
bicycle,2595.4417999999996,0.58307207,3.4142112947358707,16.818892,48.1526
bicycle,7995.068,0.56437534,3.9028221618782735,16.676277,48.381863
car,202.11460000000002,0.6419653,2.305597686451554,33.63632,36.11031
car,5113.869000000001,0.76219165,3.7087495986794012,46.013134,34.204926
car,781.8957,0.65244156,2.893148824753594,38.28822,38.841633
car,192.92909999999998,0.66059214,2.2853977383554787,36.21332,36.21683
car,500.5854,0.69105893,2.6994781788880635,35.099934,34.21158
car,578.8800000000001,0.6951408,2.7625885451797196,39.89459,39.57362
car,143.52800000000002,0.69648796,2.1569366331904445,33.320854,37.539722
car,147.5502,0.7354082,2.1689398025099025,43.89415,37.651962
car,1989.5865000000003,0.8460702,3.2987628254407113,38.04492,36.46344
car,12896.995799999999,0.8727733,4.110488558405552,46.928936,41.716217
car,636.0601999999999,0.6847459,2.803498221451158,39.875496,39.92008
car,241211.46759999997,0.9293451,5.382397951051084,59.97494,21.569706
car,157.9512,0.787194,2.1985229297118773,30.646399,36.927486
car,1684.0456,0.79453737,3.2263538469975095,36.56136,34.688946
car,5575.0992,0.80649704,3.746252599366712,45.685303,33.172943
car,218.70459999999997,0.6407414,2.3398579176220324,34.671642,37.24077
car,321.41040000000004,0.7435198,2.5070599252883627,31.398449,38.02158
car,180.59319999999997,0.67379403,2.2567013934964475,37.70294,39.351963
car,2221.5755,0.71576834,3.3466610772780863,46.03871,34.52816
car,972.3844000000001,0.7140075,2.9878379828242565,39.38144,39.771996
car,48650.7252,0.84815973,4.68708931835588,51.512234,30.827827
car,2314.9364,0.7952417,3.364539063816834,38.7863,37.56002
car,102.55630000000001,0.90299696,2.0109623440919697,19.79726,4.341391
car,28.4089,0.84685266,1.4534544180531446,34.91476,37.578876
car,290.02090000000004,0.7693961,2.4624292959252023,31.530432,37.144226
car,3092.2225,0.79023796,3.490270735907875,38.516396,34.507664
car,2477.3106,0.7451167,3.393980460929598,38.696625,37.179996
car,85.0633,0.97747,1.92974222700239,19.255934,30.993479
car,21111.552,0.8389588,4.324520161316187,50.698536,36.206642
car,537.8919000000001,0.869465,2.730695004382626,34.449936,33.7068
car,1284.6688000000001,0.7818271,3.1087911767939533,36.77343,35.552334
car,167.8188,0.6532156,2.224840611313379,34.568684,35.4934
car,606.2339999999999,0.64489746,2.7826402896665567,39.156742,38.88994
car,445.3323,0.6736041,2.648684195699463,33.465683,37.040367
car,27388.9512,0.80954677,4.43757540221477,42.217224,29.69635
car,186.00619999999998,0.7519611,2.269527420459377,33.717472,38.68874
car,1017.333,0.7266573,3.007463132264834,37.446236,40.127384
car,350.3426,0.6964069,2.544492948679582,34.282036,37.168797
car,2233.4178,0.89357924,3.348969973076786,40.427273,37.535713
car,28243.08,0.86227566,4.450912056192277,42.170074,29.714497
car,1925.2212,0.78232574,3.2844806353616076,35.873623,38.78239
car,6674.7219000000005,0.88313437,3.8244331756828367,41.603077,33.26503
car,149.60399999999998,0.7445397,2.174943205525125,31.337917,37.978394
car,9107.712,0.7947279,3.959409289094145,43.020023,37.524914
car,9147.376,0.7653395,3.96129653098939,39.145786,34.380997
car,1119.5844,0.7629107,3.049056838489089,38.93924,40.156944
car,68.76350000000001,0.81794274,1.837357973774205,31.70056,38.176105
car,5857.7388,0.8168562,3.7677300023323053,38.10815,34.422615
car,858.9509999999999,0.76048875,2.9339683896326543,40.434223,37.697067
car,1407.6246,0.7668951,3.1484868480685955,39.391605,37.737892
car,51.65239999999999,0.7573868,1.713090505575699,30.710094,36.983852
car,54024.77999999999,0.8680715,4.732593007022552,51.39334,29.528835
car,596.9636,0.70352113,2.775947850725534,36.10785,36.946335
car,31538.9048,0.91775584,4.49884660822006,60.372177,-39.967876
car,87.21,0.80557907,1.94056628649009,30.492584,34.10516
car,276.2328,0.77665824,2.441275245615721,34.58508,35.5848
car,807.4093000000001,0.7709096,2.9070937474466274,31.68777,37.025414
car,1237.626,0.7773407,3.092589424429127,43.927288,40.16133
car,1176.5642,0.6787654,3.0706156297228624,37.765045,38.561066
car,324.50999999999993,0.74243677,2.511228084427306,33.238255,37.092796
car,63284.5366,0.788104,4.801297604334857,51.249706,30.161257
car,886.7736,0.6889913,2.947812755320904,36.303146,35.40615
car,654.7475,0.7597786,2.8160738488486596,28.446281,38.248394
car,90725.1975,0.8338796,4.957727922290801,51.509144,29.655127
car,71.463,0.91087884,1.8540812438297287,-88.81476,-9.887934
car,1844.9836,0.8244944,3.265992510082527,40.114124,37.49699
car,1582.5674,0.7382819,3.199362215261115,40.844994,39.608063
car,1469.3616,0.77802247,3.167128685892175,39.911964,40.798428
car,514.3813,0.74425375,2.7112851717077047,34.512592,38.112843
car,107.7375,0.70206386,2.0323668937196664,32.363605,38.423958
car,6593.8704,0.78069097,3.8191404069991304,34.714523,32.898903
car,3130.8498,0.71170723,3.495662233188343,36.892574,35.425224
car,263.8011,0.75876373,2.4212766021388306,35.045525,34.27325
car,6195.3228,0.7761025,3.792063939704249,39.599922,34.13043
car,2783.2805000000003,0.84863055,3.4445569768922377,45.90583,40.93838
car,1133.8326,0.71280587,3.0545489396866787,43.019184,37.79872
car,784.4583,0.7813565,2.894569862440187,44.99708,42.310463
car,1122.8715,0.77350515,3.0503300589916136,40.132545,37.47314
car,464.46840000000003,0.73543817,2.666956172210259,43.521152,35.43711
car,719.7435,0.7643994,2.857177751456505,38.73257,37.909237
car,174.35670000000002,0.6907636,2.241438640654474,34.602837,35.19816
car,583.0337000000001,0.8017515,2.765693658191349,44.65905,38.936115
car,217.58829999999998,0.8534762,2.3376355390865817,32.3318,34.048267
car,2756.6728,0.90637994,3.4403852210976456,51.93831,40.613518
car,22395.1744,0.79729766,4.3501544488152115,45.980812,33.732334
car,92.22,0.7965876,1.9648251178833886,34.745308,40.443356
car,6869.422500000001,0.7706388,3.8369202282378083,41.6097,33.318344
car,225.5988,0.7484598,2.3533367852281293,31.51292,37.18267
car,490.89109999999994,0.69866747,2.690985158284576,33.056076,35.628475
car,494.193,0.83188254,2.6938965895425806,34.04352,39.073524
car,474.0659,0.7014826,2.6758387172374367,35.552288,36.416973
car,401.037,0.82974917,2.6031844428310125,32.82038,34.106766
car,460.03679999999997,0.7106477,2.662792573850458,38.217022,40.087963
car,2985.216,0.83549565,3.4749757606627782,42.291225,40.37382
car,228.92879999999997,0.66091233,2.359700431793337,37.20959,39.537426
car,529.5486000000001,0.67381775,2.723905824204114,39.17545,39.43773
car,1520.5882000000001,0.7662288,3.182011615971351,36.50801,38.77885
car,12995.752,0.819267,4.113801415041429,39.827377,34.049732
car,1137.002,0.71485066,3.05576122861755,34.706497,33.320133
car,68278.538,0.7256842,4.834284213301949,51.778206,30.070261
motorcycle,6544.5796,0.6754347,3.8158817542841588,19.934082,40.50128
motorcycle,8109.000300000001,0.8048786,3.908967316485516,20.270178,38.161488
motorcycle,185.88150000000002,0.9011826,2.2692361684285998,29.801249,36.98161
motorcycle,1776.2341999999999,0.75336474,3.2495002278062746,15.569492,39.998207
motorcycle,28139.9525,0.7488482,4.4493233600139614,22.482006,39.521496
motorcycle,7893.462500000001,0.674092,3.8972675500767777,21.71168,40.320503
motorcycle,14658.8688,0.623025,4.166100457830837,21.653925,40.49916
motorcycle,5032.298599999999,0.81267893,3.70176640280383,20.05956,37.968166
motorcycle,246993.3852,0.7335253,5.392685322451541,37.069275,23.92015
motorcycle,5172.706499999999,0.65894425,3.713717837186084,19.500198,39.808643
motorcycle,189823.395,0.70328057,5.278349736506808,37.075104,25.469097
motorcycle,10775.1113,0.8207838,4.032421764839841,22.533768,39.32465
motorcycle,147323.595,0.6854931,5.16827230799453,37.019512,25.421333
motorcycle,1124.2295000000001,0.6831973,3.0508549770778264,15.8607855,41.87633
motorcycle,978.978,0.73494345,2.99077293226692,16.4456,43.408512
motorcycle,3859.8171,0.61316764,3.5865667258264984,20.705774,43.0644
motorcycle,56.9649,1.0130211,1.7556073393267253,-4.504832,8.018252
motorcycle,11874.557499999999,0.6341335,4.074617434811526,21.279423,41.575947
motorcycle,199528.64299999998,0.9147055,5.300005248914681,53.72347,1.0237347
motorcycle,1025.672,0.84977007,3.0110084997967737,17.039225,38.467567
motorcycle,58734.495599999995,0.68143165,4.768893243471103,35.086113,25.134989
motorcycle,170.5418,0.7844807,2.2318308424747824,9.254799,42.968327
motorcycle,139457.1675,0.7924563,5.144440840048503,37.857254,25.94841
motorcycle,4454.884499999999,0.74256134,3.648836448740367,20.560835,38.781296
motorcycle,612.3834,0.772456,2.7870234096779045,16.394691,39.763687
motorcycle,83337.8494,0.75881386,4.920842288948666,35.42881,24.75005
motorcycle,186805.14270000003,0.7171,5.2713888280797745,36.28471,24.67381
motorcycle,612.6408,0.77401024,2.7872059161153886,32.73726,35.605152
motorcycle,78196.4285,0.66060114,4.893186917789219,36.039017,25.969574
motorcycle,4152.744,0.6427303,3.6183351594233435,22.086514,40.947323
motorcycle,3718.8048,0.54983234,3.5704033828473487,20.557932,42.84345
motorcycle,1061.312,0.79498035,3.025843074720909,13.863925,42.936935
motorcycle,198376.15,0.65080017,5.297489457404778,35.919754,25.336742
motorcycle,3621.9963999999995,0.7235944,3.5589480143212446,20.126148,44.479836
motorcycle,1284.1192,0.6983741,3.108605339542381,18.20514,39.51155
motorcycle,140616.626,0.6459017,5.1480366731245715,36.094418,24.826117
motorcycle,17749.7705,0.71893406,4.249192742110665,20.768454,39.41886
motorcycle,2341.5879,0.6762835,3.3695104652436343,18.120241,40.31634
motorcycle,38596.922,0.60949695,4.586552672243897,35.476173,25.427313
motorcycle,1233.8592,0.704434,3.0912656036584356,19.188412,43.07638
motorcycle,18072.8233,0.6496935,4.257026002468676,34.924767,27.327112
motorcycle,208.242,0.95872194,2.3185683261768264,30.443691,34.048553
motorcycle,115186.05,0.69616437,5.061399885555337,36.830128,25.2594
motorcycle,5637.254000000001,0.70763326,3.7510676034405903,34.754364,27.67638
motorcycle,4929.1385,0.6737235,3.69277102122648,20.319593,39.178238
motorcycle,42705.204000000005,0.7226752,4.630480800804269,34.67169,24.935741
motorcycle,1160.8175999999999,0.6914777,3.0647639841341388,16.146692,40.548412
motorcycle,12764.5935,0.6320249,4.106006988860762,20.988928,41.31991
motorcycle,54637.11460000001,0.6520745,4.737487756076366,35.13978,24.323618
motorcycle,5957.9928,0.8265801,3.7750999740515394,19.757824,37.85677
motorcycle,5105.9778,0.6719233,3.7080789222272488,18.594566,40.1262
motorcycle,4642.249,0.7394134,3.666728431343028,19.787313,40.629395
motorcycle,1519.9265,0.68590385,3.1818225870130554,17.62281,43.357574
motorcycle,1598.3469,0.6608906,3.2036710430665605,19.275314,42.672657
motorcycle,4211.567,0.8002573,3.6244437140858103,12.781228,47.858486
motorcycle,46930.456,0.70865655,4.671454774057405,35.23182,24.764057
motorcycle,114600.11799999999,0.62532085,5.059185064810451,36.858723,24.889511
motorcycle,188.93099999999998,0.94284713,2.276303223270464,19.646685,31.977026
motorcycle,62.379,1.0146939,1.7950384082864186,46.14342,43.72962
motorcycle,531.51,0.7469269,2.7255114398921734,15.616428,40.045258
motorcycle,4109.4452,0.7328388,3.6137831934472486,22.948145,41.2174
motorcycle,60397.8672,0.69113225,4.781021602865748,37.086662,25.428995
motorcycle,3146.5272999999997,0.69684064,3.497831504139415,20.449606,42.054924
motorcycle,12397.2225,0.645325,4.093324395804241,20.847025,43.20589
motorcycle,1508.801,0.6291864,3.178631963234145,17.515686,43.602634
motorcycle,17051.1054,0.7644055,4.231752538962467,19.217648,39.409878
motorcycle,38014.4196,0.6069467,4.579948364112749,22.247438,40.169903
motorcycle,138712.6335,0.85383594,5.142116017017596,39.746212,23.490742
motorcycle,58514.0192,0.8384121,4.767259929873365,12.293267,9.083346
motorcycle,2195.1935,0.63745034,3.3414728080762606,20.09623,43.080986
motorcycle,2385.3456000000006,0.6752349,3.37755131054569,20.037827,44.056396
motorcycle,6114.084,0.7216463,3.7863314011034945,23.065434,41.42358
motorcycle,1563.2914,0.722101,3.19403993874626,17.071093,43.61926
motorcycle,134128.0,0.9409594,5.127519448814641,24.444035,-9.037188
motorcycle,706.3116,0.771847,2.8489963388784094,15.287675,41.568577
motorcycle,426.518,0.8621508,2.62993736407498,8.606938,43.329098
motorcycle,258.66960000000006,0.7839976,2.412745391499571,15.688433,41.50921
motorcycle,2916.7476,0.90297943,3.4648988491869064,18.553427,35.46737
motorcycle,6160.6230000000005,0.6831141,3.789624632908118,20.72239,40.958794
motorcycle,129903.7368,0.7132654,5.113621644131365,37.229233,25.525555
motorcycle,49719.6788,0.5846975,4.696528314341325,21.754856,40.317528
motorcycle,12557.2216,0.7950619,4.0988935584084105,21.22254,44.088467
motorcycle,67.2147,1.0321767,1.827464264582422,-4.385464,7.7048283
motorcycle,8174.686000000001,0.6441412,3.9124710798538738,20.76451,40.0668
motorcycle,800.178,0.82613033,2.903186606765616,16.847715,38.901302
motorcycle,54852.9966,0.6853851,4.739200357914306,37.206356,25.581417
motorcycle,5034.616,0.63158834,3.7019663516640575,19.130724,39.888943
motorcycle,80337.6096,0.85915256,4.904918905401951,35.23536,21.160637
motorcycle,872.7004,0.73740566,2.940865175024534,14.266507,43.506004
motorcycle,7265.3501,0.6652649,3.861256546759942,19.14824,39.651115
motorcycle,14070.199200000001,0.85184413,4.148300246038043,22.75474,35.66446
motorcycle,16367.025599999999,0.7551987,4.213969761704126,33.92664,25.284176
motorcycle,17837.3302,0.649419,4.251329851936073,35.167763,25.910244
motorcycle,64621.491299999994,0.6349359,4.81037697621161,36.09377,26.755398
motorcycle,381.1264,0.94031304,2.5810690326798533,-2.639983,7.339186
motorcycle,322.4864,0.7956072,2.5085114041511454,9.123913,42.74333
motorcycle,180617.74300000002,0.78065604,5.256760411030065,37.641346,24.555891
motorcycle,4420.897800000001,0.6699703,3.645510475229538,20.71264,41.8512
motorcycle,58336.5082,0.63130945,4.765940430358974,36.586338,24.852251
motorcycle,1695.9632,0.73323524,3.229416424447625,19.683138,38.03163
